Minimum_Temperature,Maximum_Temperature,Temperature,Dew_Point,Relative_Humidity,Wind_Speed,Wind_Direction,Precipitation,Visibility,Cloud_Cover,Sea_Level_Pressure,Weather_Type
80.6,80.6,80.6,78.8,94.27,4.7,100,0,1.2,89,1000,Mist
81.4,81.4,81.4,80.2,95.88,1.4,161,0,2.1,96.5,1000.5,"Rain, Light Rain"
82.4,82.4,82.4,80.6,94.32,5.8,150,0,1.2,89,1000,Light Rain
82.4,82.4,82.4,80.6,94.32,5.8,150,0,1.2,89,1000,Light Rain
86.2,86.2,86.2,80.7,83.67,1.4,140,0.02,2.3,78.3,1000,"Sky Coverage Increasing, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,8.1,120,0,1.9,50,999,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,8.1,160,0,1.9,50,998,Smoke Or Haze
86.5,86.5,86.5,80,80.99,5.1,121,0,2.2,98.2,998.3,"Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing"
86,86,86,82.4,89.07,8.1,160,0,1.9,89,997,Smoke Or Haze
86,86,86,82.4,89.07,5.8,170,0,1.9,89,997,Smoke Or Haze
86,86,86,81.4,86.05,3.9,187,0,2.3,89.9,997.2,"Sky Coverage Increasing, Smoke Or Haze"
86,86,86,82.4,89.07,6.9,160,0,1.9,89,998,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,8.1,160,0,1.9,89,999,Smoke Or Haze
84.1,84.1,84.1,80.1,87.84,2.4,196,0.01,2.2,81.2,1000.1,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,140,0,1.9,50,1000,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,3.4,160,0,1.9,50,1000,Smoke Or Haze
83.2,83.2,83.2,80.2,90.56,3.3,165,0,2.3,36.2,1000.1,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,130,0,1.9,50,999,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,10.3,200,0,1.9,89,999,Smoke Or Haze
81,81,81,78.9,93.15,3,227,0,2.3,62,998.2,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,220,0,1.9,89,998,Smoke Or Haze
78.8,78.8,78.8,77,94.23,3.4,240,0,1.9,89,998,Smoke Or Haze
80.1,80.1,80.1,77.8,92.74,0,0,0,2.3,82.7,998.3,"Sky Coverage Decreasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,5.8,230,0,1.2,50,999,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,280,0,1.2,89,999,Smoke Or Haze
85,85,85,79.4,83.55,1,315,0,2.3,69.1,1000,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,4.7,250,0,1.9,89,1000,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,4.7,260,0,1.9,89,1000,Smoke Or Haze
89.6,89.6,89.6,79.8,73.04,3.6,261,0,2.3,89.5,999.6,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,6.9,300,0,1.9,89,998,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,5.8,310,0,1.9,89,997,Smoke Or Haze
89.1,89.1,89.1,80.9,76.9,1.8,101,0,2.3,92.9,996.6,Thunderstorm
84.2,84.2,84.2,82.4,94.36,6.9,110,0,1.2,100,996,Thunderstorm
82.4,82.4,82.4,82.4,100,9.2,130,0,1.2,89,996,Smoke Or Haze
83.8,83.8,83.8,80.4,89.68,4.6,126,0.01,2.1,96.4,996.8,"Thunderstorm, Thunderstorm Without Precipitation"
80.6,80.6,80.6,78.8,94.27,6.9,170,0,1.9,89,997,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,150,0,1.9,89,998,Smoke Or Haze
83.2,83.2,83.2,79.8,89.63,2.6,243,0,2.2,82.8,999.2,"Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,6.9,210,0,1.9,89,999,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,230,0,1.9,89,999,Smoke Or Haze
82.3,82.3,82.3,79,89.82,1.8,230,0,2.3,69,999.2,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,4.7,240,0,1.9,89,998,Smoke Or Haze
80.6,80.6,80.6,77,88.84,4.7,280,0,1.9,89,998,Smoke Or Haze
81.8,81.8,81.8,78.4,89.32,1.5,257,0,2.2,60.6,997.6,Smoke Or Haze
80.6,80.6,80.6,77,88.84,3.4,290,0,1.9,89,997,Smoke Or Haze
80.6,80.6,80.6,77,88.84,3.4,280,0,1.9,89,997,Smoke Or Haze
80.7,80.7,80.7,77.6,90.29,2.1,347,0,2.2,82.7,997.9,Smoke Or Haze
80.6,80.6,80.6,77,88.84,0,0,0,1.9,50,998,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,320,0,1.9,50,999,Smoke Or Haze
82.5,82.5,82.5,77.8,85.79,2.2,304,0,2.3,96,999.6,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,340,0,1.9,89,999,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,3.4,30,0,1.9,89,999,Mist
86.4,86.4,86.4,79,78.47,1.8,265,0,2.3,96.3,999.2,"Mist, Sky Coverage Decreasing"
87.8,87.8,87.8,82.4,84.11,4.7,310,0,1.2,89,998,Mist
84.2,84.2,84.2,82.4,94.36,10.3,210,0,1.2,100,997,Rain
82.6,82.6,82.6,79.8,91.34,2.4,185,0.35,2,99.7,997.4,"Thunderstorm, Light Rain, Sky Coverage Increasing"
80.6,80.6,80.6,78.8,94.27,5.8,190,0,1.2,100,996,Light Rain
80.6,80.6,80.6,78.8,94.27,0,0,0,1.2,100,996,Smoke Or Haze
83.2,83.2,83.2,79.8,89.58,2.5,231,0,2.1,99.6,996.9,"Light Rain, Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,0,0,0,1.2,100,997,Smoke Or Haze
78.8,78.8,78.8,77,94.23,8.1,260,0,1.9,100,998,Rain
80.6,80.6,80.6,78.4,93.29,5.8,320,0,2.1,72.4,999.2,"Thunderstorm, Thunderstorm Without Precipitation"
77,77,77,75.2,94.19,8.1,260,0,1.9,100,999,Thunderstorm
77,77,77,75.2,94.19,6.9,270,0,1.9,89,999,Light Rain
78.7,78.7,78.7,76.5,93.07,4.1,305,0,1.4,100,999.4,"Thunderstorm, Light Rain"
77,77,77,75.2,94.19,4.7,270,0,1.9,100,998,Light Rain
77,77,77,75.2,94.19,5.8,230,0,1.9,100,998,Light Rain
78.3,78.3,78.3,76.3,93.47,5,258,0.1,1.4,100,997.9,"Rain, Light Rain"
,,,,,,,0,,,,
77,77,77,75.2,94.19,10.3,230,0,1.9,100,997,Light Rain
76.9,76.9,76.9,75.3,94.99,6.2,260,0.26,1.4,100,998.7,"Rain, Light Rain, Sky Coverage Increasing"
75.2,75.2,75.2,73.4,94.15,9.2,230,0,1.9,100,998,Light Rain
75.2,75.2,75.2,73.4,94.15,8.1,250,0,1.2,100,999,Light Rain
77,77,77,75.8,96.22,3.6,226,0.26,1.3,100,1000.2,"Rain, Light Rain"
75.2,75.2,75.2,73.4,94.15,8.1,230,0,1.2,100,1000,Rain
77,77,77,75.2,94.19,9.2,220,0,1.2,100,1000,Rain
77.8,77.8,77.8,76.5,95.79,4.3,244,0.64,2.1,100,1000.5,Light Rain
77,77,77,75.2,94.19,8.1,220,0,1.2,100,999,Light Rain
78.8,78.8,78.8,77,94.23,8.1,210,0,1.2,100,999,Light Rain
80.6,80.6,80.6,77.8,91.22,4.7,224,0,2.3,96.7,998.5,"Mist, Light Rain"
80.6,80.6,80.6,77,88.84,9.2,200,0,1.9,89,998,Mist
80.6,80.6,80.6,78.8,94.27,6.9,210,0,1.9,100,997,Light Rain
80.7,80.7,80.7,78.4,92.88,3.2,221,0,2.3,99.8,998.8,"Light Rain, Sky Coverage Increasing"
80.6,80.6,80.6,78.8,94.27,5.8,220,0,1.2,100,999,Light Rain
78.8,78.8,78.8,78.8,100,6.9,180,0,1.2,89,999,Drizzle
80.4,80.4,80.4,78.4,93.5,2.8,215,0,2.1,91.2,1000,"Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,8.1,200,0,1.2,89,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,220,0,1.2,89,1001,Smoke Or Haze
79.8,79.8,79.8,78,94.25,1,210,0,2.1,89.7,1001.1,"Mist, Sky Coverage Increasing"
80.6,80.6,80.6,78.8,94.27,5.8,200,0,1.9,89,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,200,0,1.9,89,999,Smoke Or Haze
80.2,80.2,80.2,77.4,91.34,2.8,221,0.04,2.2,98.1,999.3,Smoke Or Haze
78.8,78.8,78.8,77,94.23,9.2,240,0,1.9,89,999,Smoke Or Haze
78.8,78.8,78.8,77,94.23,6.9,250,0,1.9,89,1000,Smoke Or Haze
78.3,78.3,78.3,75.3,90.37,5.5,257,0,2.3,96.6,1000.6,Drizzle
75.2,75.2,75.2,73.4,94.15,10.3,240,0,1.9,89,1001,Drizzle
77,77,77,75.2,94.19,8.1,250,0,1.2,89,1001,Drizzle
77.9,77.9,77.9,75.4,92.24,7.4,254,0.1,1.3,99.7,1002.4,"Rain, Light Rain"
77,77,77,75.2,94.19,9.2,200,0,1.2,100,1002,Light Rain
78.8,78.8,78.8,77,94.23,8.1,210,0,1.9,89,1002,Smoke Or Haze
82.3,82.3,82.3,76.2,81.82,7.4,255,0,2.3,83,1001.8,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,10.3,220,0,1.9,89,1001,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,11.4,230,0,1.9,89,1000,Smoke Or Haze
84.9,84.9,84.9,77.8,79.33,5.7,258,0,2.3,96.7,1000.1,"Rain, Light Rain, Smoke Or Haze"
86,86,86,78.8,79.2,11.4,230,0,1.9,89,999,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,9.2,220,0,1.9,89,999,Smoke Or Haze
82.9,82.9,82.9,78.4,86.39,3.9,254,0,2.3,96.2,999.7,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,77,83.79,6.9,230,0,1.9,89,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,210,0,1.9,89,1001,Smoke Or Haze
81.7,81.7,81.7,77.7,87.97,3.7,238,0,2.3,96.6,1001.9,"Light Rain, Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,8.1,210,0,1.9,89,1001,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,8.1,190,0,1.9,89,1001,Smoke Or Haze
81.4,81.4,81.4,78,89.41,4.4,174,0,2.3,89.7,1001.7,"Rain, Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,6.9,170,0,1.9,89,1001,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,180,0,1.9,89,1000,Smoke Or Haze
81.1,81.1,81.1,77.9,90.02,2.4,186,0,2.2,96.6,1000.3,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,5.8,160,0,1.9,89,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,5.8,210,0,1.9,89,999,Smoke Or Haze
80.8,80.8,80.8,78.2,91.75,2.3,245,0,2.2,96.6,1000.2,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,140,0,1.9,89,1000,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,170,0,1.9,89,1001,Smoke Or Haze
85.5,85.5,85.5,78.6,80.07,3.2,217,0,2.3,70.8,1001.7,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,5.8,210,0,1.9,50,1001,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,8.1,250,0,1.9,89,1001,Smoke Or Haze
90.5,90.5,90.5,79.6,70.34,3.5,245,0,2.2,89.9,1000.8,"Sky Coverage Increasing, Smoke Or Haze"
91.4,91.4,91.4,80.6,70.84,9.2,230,0,1.9,89,999,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,8.1,190,0,1.9,89,998,Smoke Or Haze
89.4,89.4,89.4,79.6,73.1,5,235,0,2.3,96.7,998.3,"Sky Coverage Increasing, Smoke Or Haze"
89.6,89.6,89.6,78.8,70.66,10.3,170,0,1.9,89,998,Smoke Or Haze
80.6,80.6,80.6,80.6,100,5.8,350,0,1.2,100,997,Thunderstorm
80.1,80.1,80.1,78.4,94.85,2.9,256,0.54,1.3,99.5,998.7,"Thunderstorm, Sky Coverage Increasing"
78.8,78.8,78.8,77,94.23,4.7,210,0,1.9,100,999,Thunderstorm
78.8,78.8,78.8,77,94.23,4.7,240,0,1.9,100,999,Thunderstorm
80.2,80.2,80.2,78.4,94.26,2.9,272,0,2.3,82.8,1000.8,"Light Rain, Sky Coverage Decreasing, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,5.8,190,0,1.2,100,1001,Rain
78.8,78.8,78.8,77,94.23,4.7,240,0,1.2,100,1001,Rain
80.2,80.2,80.2,78.4,94.27,1.4,210,0,1.3,93.1,1001,"Rain, Light Rain, Sky Coverage Increasing"
78.8,78.8,78.8,77,94.23,4.7,220,0,1.2,100,1000,Rain
78.8,78.8,78.8,77,94.23,4.7,210,0,1.2,89,999,Smoke Or Haze
80.2,80.2,80.2,78.1,93.11,0,0,0,2.1,69,999.6,Smoke Or Haze
78.8,78.8,78.8,77,94.23,0,0,0,1.2,89,999,Smoke Or Haze
78.8,78.8,78.8,77,94.23,3.4,210,0,1.2,89,999,Smoke Or Haze
80.3,80.3,80.3,78.7,94.91,0,0,0.16,2.1,82.8,1000.1,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,240,0,1.2,89,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,5.8,250,0,1.2,89,1001,Smoke Or Haze
84.7,84.7,84.7,78,80.5,1.2,262,0,2.1,61.7,1001.3,Smoke Or Haze
86,86,86,80.6,84.01,4.7,290,0,1.9,50,1001,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,5.8,250,0,1.9,89,1001,Smoke Or Haze
90.4,90.4,90.4,78.3,67.72,1.7,250,0,2.5,82.8,1000.4,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,6.9,270,0,2.5,89,999,Smoke Or Haze
93.2,93.2,93.2,80.6,66.98,6.9,290,0,2.5,89,998,Smoke Or Haze
93.5,93.5,93.5,78.6,62.05,4,301,0,2.5,82.6,998,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,5.8,260,0,2.5,89,997,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,4.7,230,0,2.5,89,997,Smoke Or Haze
90.5,90.5,90.5,78.4,67.7,3.7,240,0,2.3,69,998.1,Smoke Or Haze
86,86,86,80.6,84.01,10.3,250,0,1.9,89,998,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,4.7,230,0,1.9,89,999,Smoke Or Haze
82.2,82.2,82.2,79.5,91.51,3.1,296,0.39,2.2,88.2,1000.9,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,6.9,200,0,1.9,89,1001,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,8.1,230,0,1.9,89,1001,Smoke Or Haze
82,82,82,78.6,89.64,3.3,258,0,2.3,50,1000.2,"Sky Coverage Decreasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,5.8,240,0,1.9,50,999,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,6.9,240,0,1.9,89,999,Smoke Or Haze
81.6,81.6,81.6,78.2,89.53,2.4,259,0,2.2,81.1,999.8,Smoke Or Haze
80.6,80.6,80.6,77,88.84,5.8,240,0,1.9,89,999,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,230,0,1.9,89,999,Smoke Or Haze
81,81,81,78.9,93.15,2.6,252,0,2.3,77.6,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,240,0,1.9,89,1000,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,4.7,280,0,1.9,89,1000,Smoke Or Haze
84.6,84.6,84.6,80.2,86.6,2.5,339,0,2.3,56.9,1000.7,Smoke Or Haze
86,86,86,80.6,84.01,3.4,320,0,1.9,50,1001,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,3.4,310,0,1.9,89,1000,Smoke Or Haze
90.5,90.5,90.5,81.4,74.65,1.5,14,0,2.2,82.7,1000.4,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,0,0,0,1.9,89,999,Smoke Or Haze
86,86,86,84.2,94.4,11.4,110,0,1.2,100,998,Thunderstorm
80.6,80.6,80.6,78.9,94.58,3.3,122,1.32,1.3,99.6,998.1,"Thunderstorm, Light Rain"
80.6,80.6,80.6,78.8,94.27,3.4,120,0,1.2,100,997,Thunderstorm
80.6,80.6,80.6,78.8,94.27,5.8,160,0,1.2,100,997,Thunderstorm
81.1,81.1,81.1,79.6,95.21,1.7,141,0,1.3,99.8,997.9,"Light Rain, Sky Coverage Increasing"
80.6,80.6,80.6,78.8,94.27,5.8,160,0,1.2,100,998,Light Rain
80.6,80.6,80.6,78.8,94.27,3.4,200,0,1.9,100,999,Light Rain
80.8,80.8,80.8,79.2,94.75,0,360,0.1,2.2,100,999.8,"Rain, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,89,999,Drizzle
80.6,80.6,80.6,78.8,94.27,4.7,160,0,1.9,89,999,Drizzle
80.8,80.8,80.8,79.2,95.06,0,0,0,2.3,82.6,998.9,"Sky Coverage Decreasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,89,998,Mist
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,89,998,Mist
80.7,80.7,80.7,78.9,94.32,0,360,0,2.2,98.1,997.5,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,89,997,Mist
80.6,80.6,80.6,78.8,94.27,0,0,0,1.2,100,997,Mist
80.7,80.7,80.7,79,94.67,0,0,0,2.1,100,997.4,Mist
80.6,80.6,80.6,78.8,94.27,5.8,70,0,1.2,89,997,Mist
80.6,80.6,80.6,78.8,94.27,4.7,90,0,1.2,89,999,Mist
83.5,83.5,83.5,80.3,90.13,2.2,71,0,2.1,89.5,999.4,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,1.2,89,999,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,4.7,100,0,1.2,89,999,Light Rain
87.3,87.3,87.3,80.9,81.3,2.6,129,0,2.1,91.4,998.5,"Sky Coverage Decreasing, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,6.9,120,0,1.9,89,998,Smoke Or Haze
87.8,87.8,87.8,84.2,89.14,4.7,80,0,1.9,89,997,Smoke Or Haze
85.3,85.3,85.3,80.3,85.24,2.4,156,0.07,2.2,89.9,996.6,"Thunderstorm, Light Rain, Sky Coverage Increasing"
84.2,84.2,84.2,82.4,94.36,5.8,120,0,1.9,89,996,Light Rain
84.2,84.2,84.2,82.4,94.36,3.4,50,0,1.9,89,995,Smoke Or Haze
84.9,84.9,84.9,80.4,86.47,0.7,54,0,2.2,89.8,996.4,"Rain, Light Rain, Sky Coverage Increasing"
82.4,82.4,82.4,80.6,94.32,0,0,0,1.9,89,997,Light Rain
82.4,82.4,82.4,80.6,94.32,4.7,60,0,1.9,89,997,Light Rain
82.8,82.8,82.8,80.7,93.19,1.4,20,0,2.3,77.6,998.5,"Light Rain, Sky Coverage Increasing"
82.4,82.4,82.4,78.8,88.92,4.7,10,0,1.9,50,999,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,10,0,1.9,50,998,Smoke Or Haze
81.3,81.3,81.3,79.8,95.28,1.7,335,0,2.2,88.2,998.2,"Lightning Without Thunder, Light Rain"
80.6,80.6,80.6,78.8,94.27,9.2,50,0,1.9,89,998,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,9.2,50,0,1.9,89,997,Smoke Or Haze
80.8,80.8,80.8,78.2,91.93,1.8,50,0,2.2,81.3,996.6,Smoke Or Haze
80.6,80.6,80.6,77,88.84,8.1,40,0,1.9,89,996,Smoke Or Haze
78.8,78.8,78.8,77,94.23,9.2,50,0,1.9,89,996,Smoke Or Haze
80.5,80.5,80.5,78.3,93.12,3.6,50,0,2.3,96.6,996.9,"Light Rain, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,9.2,40,0,1.9,89,997,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,8.1,60,0,1.9,100,997,Smoke Or Haze
83.7,83.7,83.7,79.6,87.4,8.1,105,0.01,2.3,89.2,998,"Sky Coverage Increasing, Smoke Or Haze"
86,86,86,80.6,84.01,16.1,80,0,1.9,89,998,Smoke Or Haze
86,86,86,80.6,84.01,9.2,110,0,1.9,89,998,Smoke Or Haze
87.8,87.8,87.8,81.5,81.73,6.4,106,0.04,2.2,82.9,997.6,"Rain, Sky Coverage Increasing"
86,86,86,84.2,94.4,11.4,110,0,1.9,89,997,Light Rain
86,86,86,84.2,94.4,11.4,110,0,1.9,89,996,Light Rain
86.7,86.7,86.7,79.9,80.18,5.3,94,0.13,2.2,89.6,995.5,"Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,13.9,130,0,1.9,89,995,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,9.2,130,0,1.2,89,995,Light Rain
82.7,82.7,82.7,79,88.6,5.9,117,0.19,2.1,69.4,996.3,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,10.3,140,0,1.2,89,997,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,10.3,130,0,1.9,50,997,Smoke Or Haze
81,81,81,78.4,91.84,6.3,145,0,1.6,54.9,999.3,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,8.1,130,0,1.9,50,999,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,11.4,130,0,1.9,50,999,Smoke Or Haze
80.8,80.8,80.8,78.2,91.95,4.1,116,0.1,2.3,50,999.4,"Sky Coverage Decreasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,6.9,110,0,1.9,50,999,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,9.2,120,0,1.9,50,998,Smoke Or Haze
80.7,80.7,80.7,78,91.59,2.9,137,0,2.3,56.9,998.4,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,120,0,1.9,50,998,Smoke Or Haze
78.8,78.8,78.8,77,94.23,5.8,90,0,1.9,50,998,Smoke Or Haze
79.9,79.9,79.9,77.4,92.34,3.7,128,0,2.3,50,999.2,Smoke Or Haze
80.6,80.6,80.6,77,88.84,6.9,100,0,1.9,50,1000,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,10.3,110,0,1.9,50,1000,Smoke Or Haze
84.3,84.3,84.3,78.9,84.01,7.3,109,0,2.3,56.9,1000.9,Smoke Or Haze
87.8,87.8,87.8,78.8,74.79,13.9,100,0,1.9,50,1001,Smoke Or Haze
87.8,87.8,87.8,78.8,74.79,12.8,120,0,1.9,50,1001,Smoke Or Haze
84.9,84.9,84.9,79.6,84.14,7.3,131,0.06,2.1,82.7,1000.4,"Rain, Sky Coverage Increasing"
87.8,87.8,87.8,80.6,79.33,11.4,110,0,1.9,50,1000,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,10.3,100,0,1.9,89,999,Smoke Or Haze
86.9,86.9,86.9,79.8,79.54,3.8,112,0,2.1,82.9,999.1,"Rain, Light Rain"
84.2,84.2,84.2,82.4,94.36,9.2,120,0,1.9,89,999,Smoke Or Haze
86,86,86,80.6,84.01,9.2,140,0,1.9,89,999,Smoke Or Haze
87,87,87,78.9,76.94,3.5,151,0,2.3,82.3,998.8,"Rain, Sky Coverage Increasing, Smoke Or Haze"
86,86,86,80.6,84.01,8.1,140,0,1.9,50,999,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,8.1,150,0,1.9,50,1000,Smoke Or Haze
84,84,84,77.9,82.05,3.3,180,0,2.2,43.1,1002.1,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,140,0,1.9,50,1002,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,130,0,1.9,50,1002,Smoke Or Haze
82,82,82,78.4,88.7,3.3,137,0,2.3,43.1,1002.5,Smoke Or Haze
80.6,80.6,80.6,77,88.84,4.7,120,0,1.9,50,1002,Smoke Or Haze
80.6,80.6,80.6,77,88.84,4.7,110,0,1.9,50,1002,Smoke Or Haze
81.7,81.7,81.7,78.1,88.88,3.8,148,0,2.3,84.5,1001.7,"Rain, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,6.9,130,0,1.9,50,1001,Light Rain
80.6,80.6,80.6,77,88.84,4.7,110,0,1.9,50,1001,Smoke Or Haze
81,81,81,78.3,91.47,3,134,0,2.3,77.6,1002.2,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,77,83.79,6.9,130,0,1.9,50,1003,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,8.1,120,0,1.9,50,1003,Smoke Or Haze
85.8,85.8,85.8,79.6,81.74,3.2,149,0,2.3,82.4,1003.8,Smoke Or Haze
86,86,86,80.6,84.01,9.2,120,0,2.5,89,1003,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,9.2,110,0,2.5,89,1003,Smoke Or Haze
90.2,90.2,90.2,78.3,68.33,3.2,151,0,2.5,77.8,1002.6,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,8.1,110,0,2.5,50,1002,Smoke Or Haze
86,86,86,82.4,89.07,8.1,180,0,1.9,89,1002,Light Rain
87.3,87.3,87.3,79.1,76.73,4,110,0.01,2.5,89.4,1001.3,"Thunderstorm, Sky Unchanged, Smoke Or Haze"
86,86,86,82.4,89.07,6.9,110,0,2.5,89,1000,Smoke Or Haze
86,86,86,80.6,84.01,9.2,100,0,2.5,50,1000,Smoke Or Haze
86.5,86.5,86.5,80.4,82.33,2.2,134,0,2.5,71,1000.8,"Sky Coverage Increasing, Smoke Or Haze"
86,86,86,80.6,84.01,3.4,130,0,2.5,50,1001,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,120,0,1.9,50,1001,Smoke Or Haze
84.4,84.4,84.4,80.2,87.23,1.4,120,0,2.3,43.2,1002.6,"Sky Coverage Decreasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,5.8,140,0,1.9,50,1003,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,4.7,130,0,1.9,50,1003,Smoke Or Haze
83.4,83.4,83.4,79.7,88.87,1.2,145,0,2.2,44.6,1003.1,"Sky Coverage Decreasing, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,5.8,170,0,1.9,50,1002,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,170,0,1.9,50,1002,Smoke Or Haze
82.5,82.5,82.5,80.2,92.79,1,140,0,2.3,43.1,1001.8,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,0,0,0,1.9,50,1001,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,50,1001,Smoke Or Haze
81.4,81.4,81.4,79.9,95.08,1,130,0,2.1,43.1,1001.8,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,4.7,120,0,1.2,50,1002,Smoke Or Haze
86,86,86,80.6,84.01,6.9,150,0,1.9,50,1003,Smoke Or Haze
